Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,V_TAT,C_TAT,Canceled_Rides_by_Customer,Canceled_Rides_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating,Day,Month
2024-07-24,19:57:00,CNR4989273106,Success,CID778032,"Prime Sedan","RT Nagar",Chamarajpet,112,25,,,No,,111,UPI,30,4.1,3.5,Wednesday,July
2024-07-29,10:18:00,CNR2465324072,Success,CID174047,Mini,Yeshwanthpur,Jayanagar,182,65,,,No,,153,UPI,40,3.7,4.9,Monday,July
2024-07-24,20:00:00,CNR9781976319,Success,CID611942,eBike,Ulsoor,Kadugodi,196,75,,,No,,369,UPI,27,4.2,3.1,Wednesday,July
2024-07-15,00:14:00,CNR8959580650,Success,CID424242,eBike,Marathahalli,"Ramamurthy Nagar",63,90,,,No,,838,UPI,46,4.3,4.6,Monday,July
2024-07-15,21:56:00,CNR9949660160,Success,CID689662,"Prime Sedan",Kengeri,"HSR Layout",77,130,,,No,,313,UPI,44,5,4.2,Monday,July
2024-07-13,07:00:00,CNR1172659363,Success,CID829746,Bike,"Mysore Road",Kammanahalli,63,125,,,No,,329,UPI,22,4.9,4.2,Saturday,July
2024-07-11,17:39:00,CNR9552644309,Success,CID130805,"Prime Sedan","BTM Layout","Hosur Road",308,80,,,No,,328,UPI,26,3.6,3.7,Thursday,July
2024-07-20,23:01:00,CNR2653414085,Success,CID224600,"Prime Sedan",Bellandur,"Tumkur Road",133,145,,,Yes,"Other Issue",257,UPI,43,4.2,4.8,Saturday,July
2024-07-14,15:29:00,CNR4454305498,Success,CID421204,Auto,"Sahakar Nagar","Richmond Town",168,95,,,No,,130,UPI,17,3.4,3.7,Sunday,July
2024-07-01,18:19:00,CNR5062667829,Success,CID288025,"Prime Plus",Chamarajpet,"Magadi Road",224,35,,,No,,2682,UPI,24,4,4.3,Monday,July
2024-07-11,05:38:00,CNR7170117432,Success,CID648249,"Prime Sedan","Sarjapur Road",Devanahalli,280,100,,,No,,744,UPI,28,3.1,4.5,Thursday,July
2024-07-12,14:15:00,CNR4024297725,Success,CID914988,"Prime SUV","Sarjapur Road","Sahakar Nagar",154,30,,,No,,479,UPI,11,3.6,4.5,Friday,July
2024-07-19,13:57:00,CNR5052167687,Success,CID162761,"Prime Sedan",Shantinagar,"Langford Town",168,65,,,No,,155,UPI,1,4.4,4.9,Friday,July
2024-07-01,03:43:00,CNR6007593627,Success,CID960116,Bike,"BTM Layout",Marathahalli,133,30,,,No,,126,UPI,2,4.4,3.2,Monday,July
2024-07-29,02:47:00,CNR2401312228,Success,CID816011,"Prime Plus",Kengeri,Koramangala,112,40,,,No,,295,UPI,10,3.9,4.5,Monday,July
2024-07-16,03:49:00,CNR1310339881,Success,CID520944,"Prime Plus","Magadi Road",Banashankari,280,30,,,No,,169,UPI,11,3.5,4.4,Tuesday,July
2024-07-06,19:17:00,CNR6027083957,Success,CID436831,Mini,Marathahalli,"Langford Town",224,30,,,No,,1810,UPI,12,3.6,4.4,Saturday,July
2024-07-03,17:12:00,CNR4113371611,Success,CID712731,"Prime Sedan","JP Nagar",Koramangala,161,75,,,No,,326,UPI,23,3.5,4.9,Wednesday,July
2024-07-16,06:34:00,CNR6761339980,Success,CID802967,"Prime Sedan",Majestic,"Sarjapur Road",98,70,,,No,,1470,UPI,48,4.6,4.1,Tuesday,July
2024-07-13,23:13:00,CNR5130683256,Success,CID705237,Mini,Koramangala,Chickpet,175,45,,,No,,167,UPI,15,5,4.9,Saturday,July
2024-07-08,07:54:00,CNR7818921716,Success,CID754102,Bike,"Langford Town","Mysore Road",182,85,,,No,,120,UPI,40,4.6,3.6,Monday,July
2024-07-29,23:23:00,CNR4857774552,Success,CID597438,"Prime SUV",Padmanabhanagar,"Ramamurthy Nagar",301,135,,,No,,719,UPI,44,3.1,4.6,Monday,July
2024-07-24,01:05:00,CNR7716149211,Success,CID919577,"Prime Sedan",Ulsoor,"BTM Layout",175,55,,,No,,477,UPI,10,3.2,4,Wednesday,July
2024-07-26,06:06:00,CNR9425002336,Success,CID397407,Bike,Rajajinagar,Shantinagar,189,30,,,No,,1524,UPI,49,4.2,3.3,Friday,July
2024-07-12,19:19:00,CNR6664805668,Success,CID873791,eBike,Jayanagar,Malleshwaram,63,85,,,No,,143,UPI,49,3.8,4.3,Friday,July
2024-07-25,05:32:00,CNR1317065602,Success,CID364220,"Prime Plus",Kadugodi,Marathahalli,266,45,,,No,,2921,UPI,35,3.9,4.9,Thursday,July
2024-07-14,20:26:00,CNR9748509650,Success,CID433437,Mini,Hebbal,Whitefield,84,135,,,No,,485,UPI,38,3.4,4,Sunday,July
2024-07-16,15:20:00,CNR3910431622,Success,CID802650,Bike,Hebbal,Devanahalli,301,130,,,No,,476,UPI,26,3.3,4.7,Tuesday,July
2024-07-07,05:52:00,CNR2815000110,Success,CID520929,Mini,"Sahakar Nagar","RT Nagar",56,95,,,No,,1346,UPI,49,3.3,3.3,Sunday,July
2024-07-27,10:41:00,CNR9546255964,Success,CID894167,"Prime Sedan",Rajajinagar,"HSR Layout",224,125,,,No,,387,UPI,33,3.7,4.5,Saturday,July
2024-07-28,21:03:00,CNR3348869817,Success,CID602088,"Prime Sedan",Hebbal,Kadugodi,126,35,,,No,,159,UPI,25,4.8,3.7,Sunday,July
2024-07-13,01:57:00,CNR9123712140,Success,CID163091,Mini,Jayanagar,Chickpet,98,85,,,No,,110,UPI,27,4.6,3.5,Saturday,July
2024-07-21,02:58:00,CNR6294148299,Success,CID273929,"Prime Plus",Peenya,Nagarbhavi,252,100,,,No,,125,UPI,46,4.2,3.5,Sunday,July
2024-07-09,15:35:00,CNR8480298152,Success,CID139550,eBike,"Rajarajeshwari Nagar","Ramamurthy Nagar",182,65,,,No,,1180,UPI,26,4.9,4.8,Tuesday,July
2024-07-29,04:28:00,CNR8269890521,Success,CID933656,eBike,"Electronic City","Bannerghatta Road",56,70,,,No,,833,UPI,17,3.6,3.5,Monday,July
2024-07-24,07:12:00,CNR6200342831,Success,CID132670,"Prime Sedan",Basavanagudi,Hennur,42,105,,,No,,222,UPI,40,4.8,3.4,Wednesday,July
2024-07-05,00:12:00,CNR7043563773,Success,CID403318,Auto,Jayanagar,Ulsoor,210,125,,,No,,135,UPI,6,3.1,3.7,Friday,July
2024-07-07,19:51:00,CNR8443956249,Success,CID463956,"Prime Plus",Vijayanagar,"Ramamurthy Nagar",301,80,,,No,,487,UPI,33,3.2,3.9,Sunday,July
2024-07-19,08:37:00,CNR2451022419,Success,CID116386,"Prime Sedan",Koramangala,Ulsoor,63,105,,,No,,320,UPI,11,4.5,3.3,Friday,July
2024-07-28,23:41:00,CNR1688505142,Success,CID800671,Auto,"RT Nagar","Langford Town",210,95,,,No,,279,UPI,19,4.2,4.3,Sunday,July
2024-07-03,22:16:00,CNR5373146913,Success,CID514050,"Prime Sedan",Shantinagar,Hulimavu,217,90,,,No,,115,UPI,33,3.3,4,Wednesday,July
2024-07-25,17:43:00,CNR3883455146,Success,CID769629,Auto,Nagarbhavi,"Tumkur Road",98,40,,,No,,321,UPI,14,3.6,3.9,Thursday,July
2024-07-09,22:58:00,CNR1617435790,Success,CID949310,"Prime Plus",Koramangala,"Cox Town",133,95,,,No,,341,UPI,27,3.1,4.6,Tuesday,July
2024-07-03,15:49:00,CNR3355748009,Success,CID365756,Mini,"Tumkur Road","JP Nagar",210,45,,,No,,285,UPI,31,4.4,3.5,Wednesday,July
2024-07-01,03:52:00,CNR9391530593,Success,CID256823,Auto,Kammanahalli,"Sarjapur Road",105,40,,,No,,493,UPI,12,4,3.4,Monday,July
2024-07-27,05:57:00,CNR1492792150,Success,CID395522,"Prime SUV","Cox Town",Indiranagar,161,45,,,No,,170,UPI,19,4.8,3.8,Saturday,July
2024-07-04,00:05:00,CNR1174362303,Success,CID200264,Auto,Chickpet,"Bannerghatta Road",196,45,,,No,,323,UPI,19,4.1,4.4,Thursday,July
2024-07-29,03:19:00,CNR4645828493,Success,CID319133,Mini,Kengeri,"Bannerghatta Road",224,70,,,No,,485,UPI,48,3.6,4.2,Monday,July
2024-07-23,05:22:00,CNR5406925596,Success,CID658163,Mini,"Rajarajeshwari Nagar",Hulimavu,161,145,,,No,,127,UPI,45,4.8,3.9,Tuesday,July
2024-07-30,22:28:00,CNR8456002202,Success,CID274467,"Prime Sedan","Ramamurthy Nagar",Malleshwaram,238,80,,,No,,943,UPI,28,3.6,3.6,Tuesday,July
2024-07-15,04:11:00,CNR9008607143,Success,CID500258,"Prime Sedan",Marathahalli,"BTM Layout",168,75,,,Yes,"Vehicle Breakdown",493,UPI,13,3.5,4.2,Monday,July
2024-07-25,16:08:00,CNR1618786111,Success,CID938521,Mini,"Bannerghatta Road",Chickpet,42,85,,,No,,264,UPI,17,4.9,3.2,Thursday,July
2024-07-11,16:21:00,CNR9733081318,Success,CID276807,Mini,"Hosur Road",Hennur,168,70,,,No,,480,UPI,5,3.7,3.5,Thursday,July
2024-07-26,07:55:00,CNR2208798145,Success,CID486567,Bike,Banashankari,"KR Puram",294,110,,,No,,160,UPI,12,4,3.3,Friday,July
2024-07-22,22:14:00,CNR2907275935,Success,CID201733,Auto,"Bannerghatta Road","MG Road",35,145,,,No,,168,UPI,5,4.3,4.6,Monday,July
2024-07-20,18:21:00,CNR9080990197,Success,CID401901,Bike,"BTM Layout",Chickpet,224,40,,,No,,260,UPI,22,3.7,4.5,Saturday,July
2024-07-20,03:15:00,CNR2647697175,Success,CID820279,"Prime Sedan","Ramamurthy Nagar","KR Puram",294,85,,,No,,292,UPI,16,4,4.2,Saturday,July
2024-07-27,00:23:00,CNR9777135801,Success,CID418159,"Prime Sedan",Rajajinagar,Hulimavu,224,125,,,No,,800,UPI,16,4.7,4.5,Saturday,July
2024-07-23,23:43:00,CNR7566506821,Success,CID590607,"Prime Sedan","Hosur Road","Sahakar Nagar",210,145,,,No,,279,UPI,6,3.2,4.4,Tuesday,July
2024-07-02,15:50:00,CNR9818076516,Success,CID646530,Auto,"Sahakar Nagar",Peenya,98,50,,,No,,424,UPI,9,3.2,3.1,Tuesday,July
2024-07-07,00:13:00,CNR3245768462,Success,CID162775,"Prime Sedan",Varthur,Chamarajpet,308,90,,,No,,493,UPI,34,3.5,3.5,Sunday,July
2024-07-21,19:28:00,CNR4337326397,Success,CID810692,Mini,Hennur,Basavanagudi,252,75,,,Yes,"Customer Demand",456,UPI,42,3.5,3.2,Sunday,July
2024-07-29,14:14:00,CNR8064686294,Success,CID251826,Auto,Shantinagar,"Richmond Town",49,25,,,No,,184,UPI,5,3.7,3.6,Monday,July
2024-07-30,19:58:00,CNR6987336859,Success,CID137123,"Prime Sedan",Kadugodi,Indiranagar,245,105,,,No,,787,UPI,35,4.7,3.5,Tuesday,July
2024-07-09,18:17:00,CNR4605642207,Success,CID302673,Mini,"Magadi Road","Sahakar Nagar",119,50,,,No,,113,UPI,30,4.3,3.3,Tuesday,July
2024-07-16,04:56:00,CNR2092947540,Success,CID983278,"Prime Plus","Rajarajeshwari Nagar",Nagarbhavi,217,55,,,No,,293,UPI,31,5,4.8,Tuesday,July
2024-07-17,06:24:00,CNR9636762039,Success,CID580918,eBike,"Bannerghatta Road","Bannerghatta Road",168,85,,,No,,1444,UPI,26,4.2,3.7,Wednesday,July
2024-07-21,07:38:00,CNR7716463031,Success,CID286193,Auto,Banashankari,Chickpet,49,85,,,No,,444,UPI,5,4,3.6,Sunday,July
2024-07-07,01:24:00,CNR7983956171,Success,CID842967,Bike,Padmanabhanagar,Basavanagudi,189,55,,,No,,721,UPI,38,5,4.1,Sunday,July
2024-07-02,07:47:00,CNR5622165826,Success,CID559451,eBike,Nagarbhavi,Hennur,77,120,,,No,,117,UPI,9,3.8,3.8,Tuesday,July
2024-07-30,22:17:00,CNR6554937296,Success,CID242660,"Prime Plus","Mysore Road","JP Nagar",238,70,,,No,,675,UPI,32,3.4,3.1,Tuesday,July
2024-07-28,19:41:00,CNR8721653727,Success,CID585100,Auto,Banashankari,Jayanagar,126,95,,,No,,218,UPI,4,4.2,3.3,Sunday,July
2024-07-29,17:44:00,CNR3181742739,Success,CID554356,Mini,"Sahakar Nagar",Kadugodi,154,135,,,No,,278,UPI,13,4.5,3.5,Monday,July
2024-07-30,16:21:00,CNR9456142417,Success,CID717094,Bike,"KR Puram",Chickpet,273,55,,,No,,251,UPI,37,3.6,4.6,Tuesday,July
2024-07-16,07:17:00,CNR3413338220,Success,CID952184,Auto,Hebbal,"MG Road",238,100,,,Yes,"Vehicle Breakdown",293,UPI,2,4.6,3.6,Tuesday,July
2024-07-25,18:22:00,CNR3509609930,Success,CID802135,Bike,"Tumkur Road",Kengeri,294,125,,,Yes,"Vehicle Breakdown",161,UPI,31,4.3,4.7,Thursday,July
2024-07-15,08:26:00,CNR5239569099,Success,CID509347,Auto,"MG Road","Ramamurthy Nagar",56,90,,,No,,347,UPI,10,5,4.6,Monday,July
2024-07-23,02:37:00,CNR6942861313,Success,CID801782,eBike,"Mysore Road",Majestic,140,105,,,No,,455,UPI,45,3,4.9,Tuesday,July
2024-07-27,05:20:00,CNR4230513322,Success,CID749222,eBike,"Bannerghatta Road",Chickpet,133,130,,,No,,796,UPI,28,4.8,4.7,Saturday,July
2024-07-07,19:03:00,CNR4952574240,Success,CID805978,"Prime Sedan",Hennur,"JP Nagar",252,145,,,No,,421,UPI,15,3.3,4,Sunday,July
2024-07-20,21:59:00,CNR7448917805,Success,CID493561,Bike,Padmanabhanagar,Malleshwaram,203,45,,,No,,510,UPI,21,4.8,4.5,Saturday,July
2024-07-18,09:09:00,CNR7632073533,Success,CID230579,eBike,"JP Nagar",Marathahalli,210,35,,,No,,2700,UPI,24,5,3.8,Thursday,July
2024-07-21,13:46:00,CNR2772916184,Success,CID775761,Mini,Rajajinagar,"HSR Layout",98,95,,,No,,2676,UPI,24,4.1,3.7,Sunday,July
2024-07-25,23:01:00,CNR6941331954,Success,CID914965,Mini,Yeshwanthpur,Banashankari,224,135,,,No,,1095,UPI,6,4.3,3.6,Thursday,July
2024-07-10,11:15:00,CNR3827770347,Success,CID290779,"Prime SUV","Magadi Road","Magadi Road",273,40,,,No,,206,UPI,24,3.7,3.9,Wednesday,July
2024-07-07,12:57:00,CNR2013134078,Success,CID634627,eBike,Whitefield,"Mysore Road",84,95,,,No,,719,UPI,12,3.3,4.2,Sunday,July
2024-07-06,04:51:00,CNR7959921666,Success,CID450329,eBike,Shivajinagar,Peenya,189,95,,,No,,345,UPI,33,3.4,4.4,Saturday,July
2024-07-21,00:03:00,CNR5523424793,Success,CID894626,Bike,Yeshwanthpur,"Rajarajeshwari Nagar",175,65,,,No,,404,UPI,22,4.3,3,Sunday,July
2024-07-02,19:53:00,CNR9541265046,Success,CID967698,eBike,"Hosur Road","Bannerghatta Road",196,25,,,No,,545,UPI,6,4.7,5,Tuesday,July
2024-07-13,00:06:00,CNR3023782768,Success,CID821487,"Prime Sedan","Mysore Road","Rajarajeshwari Nagar",35,110,,,No,,208,UPI,9,4.1,3.7,Saturday,July
2024-07-24,21:43:00,CNR5970162500,Success,CID723632,Bike,Banashankari,Majestic,238,140,,,No,,296,UPI,20,3.3,3.5,Wednesday,July
2024-07-29,10:43:00,CNR5139659923,Success,CID351247,Bike,Majestic,Banashankari,294,60,,,No,,283,UPI,29,3.7,4,Monday,July
2024-07-18,16:25:00,CNR2080799265,Success,CID997840,"Prime Sedan","Bannerghatta Road",Yelahanka,280,105,,,No,,857,UPI,17,3.7,3.7,Thursday,July
2024-07-10,16:08:00,CNR4207689066,Success,CID770235,"Prime SUV",Kengeri,Banashankari,161,30,,,No,,127,UPI,5,3,3.4,Wednesday,July
2024-07-19,15:17:00,CNR3239892073,Success,CID802309,Bike,Nagarbhavi,"Mysore Road",140,140,,,No,,339,UPI,45,3.7,4.7,Friday,July
2024-07-11,01:55:00,CNR1266701075,Success,CID441151,eBike,Koramangala,"Ramamurthy Nagar",119,90,,,No,,138,UPI,44,4.1,4,Thursday,July
2024-07-25,17:04:00,CNR9965169967,Success,CID775786,"Prime Sedan",Majestic,Hebbal,217,125,,,No,,260,UPI,18,4.5,4.7,Thursday,July
2024-07-05,23:47:00,CNR8630960995,Success,CID970483,"Prime SUV",Vijayanagar,Marathahalli,252,35,,,No,,283,UPI,36,4.2,3.9,Friday,July
2024-07-26,07:27:00,CNR2511661083,Success,CID388823,eBike,"HSR Layout",Yelahanka,280,45,,,No,,124,UPI,2,4.4,4.3,Friday,July
2024-07-20,21:02:00,CNR2783823906,Success,CID808605,Auto,Bellandur,"Cox Town",259,95,,,No,,194,UPI,3,3.3,4.6,Saturday,July
2024-07-20,11:41:00,CNR3842457027,Success,CID891469,Bike,Padmanabhanagar,Basavanagudi,105,135,,,No,,534,UPI,1,3.7,3,Saturday,July
2024-07-02,04:05:00,CNR4108393736,Success,CID330020,eBike,"Frazer Town","RT Nagar",245,145,,,No,,367,UPI,5,4.3,3.4,Tuesday,July
2024-07-11,19:36:00,CNR2291669155,Success,CID272940,Auto,Padmanabhanagar,Ulsoor,308,30,,,No,,2550,UPI,3,4.5,4.1,Thursday,July
2024-07-30,14:40:00,CNR2324784371,Success,CID487725,eBike,"Electronic City","Bannerghatta Road",98,140,,,No,,191,UPI,39,3.1,3.4,Tuesday,July
2024-07-13,13:48:00,CNR8959345848,Success,CID977351,"Prime Sedan","Langford Town",Whitefield,42,110,,,No,,342,UPI,45,4.8,3,Saturday,July
2024-07-06,11:02:00,CNR1669268221,Success,CID560955,"Prime SUV","Sarjapur Road",Basavanagudi,168,25,,,No,,471,UPI,21,3.3,3.6,Saturday,July
2024-07-13,14:30:00,CNR6792493845,Success,CID517587,Bike,"Magadi Road","HSR Layout",301,105,,,No,,240,UPI,42,3.2,3.6,Saturday,July
2024-07-21,09:11:00,CNR9898065166,Success,CID442740,Auto,Varthur,"Sahakar Nagar",70,125,,,No,,166,UPI,1,3.1,4.1,Sunday,July
2024-07-18,08:40:00,CNR3326590952,Success,CID964658,Auto,Jayanagar,Shantinagar,308,80,,,No,,981,UPI,13,3.4,3.8,Thursday,July
2024-07-27,20:06:00,CNR1302565371,Success,CID830084,eBike,Whitefield,Koramangala,224,30,,,No,,324,UPI,33,3.2,4.2,Saturday,July
2024-07-29,05:00:00,CNR5793728266,Success,CID906511,"Prime Sedan",Yeshwanthpur,"Rajarajeshwari Nagar",154,40,,,No,,343,UPI,32,4.9,3.5,Monday,July
2024-07-07,03:48:00,CNR8580290923,Success,CID294927,eBike,"Tumkur Road",Whitefield,266,50,,,No,,282,UPI,13,4.7,3.4,Sunday,July
2024-07-22,05:45:00,CNR1154355542,Success,CID143813,"Prime SUV","Mysore Road",Basavanagudi,77,45,,,No,,111,UPI,10,3.7,4.2,Monday,July
2024-07-23,15:10:00,CNR4914608729,Success,CID545116,Mini,Varthur,Chamarajpet,217,145,,,No,,397,UPI,28,3.9,3.1,Tuesday,July
2024-07-15,05:41:00,CNR3660438522,Success,CID829841,Auto,"KR Puram",Yelahanka,63,115,,,Yes,"Customer Demand",427,UPI,12,4.3,3.4,Monday,July
2024-07-01,22:06:00,CNR2643835957,Success,CID332913,"Prime Sedan",Whitefield,Majestic,119,95,,,No,,171,UPI,20,4.1,4.8,Monday,July
2024-07-21,08:21:00,CNR2934653670,Success,CID848489,Auto,Kammanahalli,"Electronic City",56,45,,,No,,949,UPI,16,3.9,3.6,Sunday,July
2024-07-05,15:58:00,CNR3586028646,Success,CID332447,Mini,Marathahalli,"HSR Layout",49,50,,,No,,348,UPI,20,4.2,3.7,Friday,July
2024-07-13,21:41:00,CNR3444451327,Success,CID851790,eBike,Yeshwanthpur,"Electronic City",259,45,,,Yes,"Customer Demand",175,UPI,44,3.4,3,Saturday,July
2024-07-14,14:59:00,CNR1680480658,Success,CID416590,Bike,Devanahalli,Kengeri,168,75,,,No,,479,UPI,9,4.8,4.6,Sunday,July
2024-07-08,12:41:00,CNR1694631050,Success,CID591907,Auto,"Electronic City",Majestic,119,110,,,No,,259,UPI,12,3.4,3.6,Monday,July
2024-07-16,17:00:00,CNR1757628268,Success,CID718126,"Prime Sedan","JP Nagar","MG Road",35,60,,,No,,331,UPI,16,4.2,3.6,Tuesday,July
2024-07-10,19:06:00,CNR9241378300,Success,CID721231,Mini,Devanahalli,"Ramamurthy Nagar",231,105,,,No,,273,UPI,3,3.6,3.4,Wednesday,July
2024-07-04,16:57:00,CNR4404582789,Success,CID358277,"Prime Sedan","BTM Layout","Cox Town",245,125,,,No,,1544,UPI,43,4.8,3.7,Thursday,July
2024-07-10,18:26:00,CNR3301253231,Success,CID923338,Mini,"Sahakar Nagar",Hennur,301,40,,,No,,270,UPI,16,4,4,Wednesday,July
2024-07-09,01:53:00,CNR7762168635,Success,CID300717,eBike,Marathahalli,"Ramamurthy Nagar",210,30,,,No,,337,UPI,19,3.1,3.6,Tuesday,July
2024-07-05,21:50:00,CNR6425065608,Success,CID856011,"Prime SUV",Majestic,Ulsoor,182,55,,,No,,264,UPI,32,3.8,3.8,Friday,July
2024-07-05,23:51:00,CNR3163926494,Success,CID111716,"Prime SUV","Rajarajeshwari Nagar","HSR Layout",105,70,,,No,,349,UPI,4,4.3,3.2,Friday,July
